date	indexwig	indexaag	indexori
2009-11-01	100.29414941048287	100.89586630033803	99.76277388843391
2009-12-01	100.13913021706837	101.08275330057192	99.9728357998873
2010-01-01	101.15911867331212	101.56140790117097	100.66682582108824
2010-02-01	100.59690012441818	101.12306780062238	100.1757945611878
2010-03-01	100.49402062532023	101.02318680049738	100.36998928121692
2010-04-01	101.39013802247574	101.93080190163326	100.3459695838683
2010-05-01	103.308008434373	102.87585180281597	100.93253207423727
2010-06-01	101.58617703701903	102.03325800176147	100.49296930805212
2010-07-01	102.20962056546576	103.23692040326785	102.13154427806262
2010-08-01	102.11427841960543	102.14570390190221	100.43192604280647
2010-09-01	101.95592660191923	102.77194290268594	101.88274117975668
2010-10-01	101.64356938560879	101.92003310161977	101.10316686543256
2010-11-01	102.26899991308417	102.47381730231282	101.59759151531122
2010-12-01	100.88388210880925	102.89275350283712	101.02492751078933
2011-01-01	101.09274763005983	101.28922910083033	100.0483278938849
2011-02-01	100.85373344952947	101.81283080148562	99.87937668591803
2011-03-01	100.43088401381111	102.22773950200487	101.08071376568948
2011-04-01	101.19248055388753	101.93048350163285	100.37386736144082
2011-05-01	100.25369150471201	101.43861930101728	99.39149293653614
2011-06-01	101.65123217118823	101.20941190073044	100.7198248255087
2011-07-01	103.01126889046039	103.79779820396979	102.38051960276442
2011-08-01	103.73943561192904	103.67503610381614	104.24557290496587
2011-09-01	103.23183601102996	102.91866170286957	102.55764582349202
2011-10-01	103.9423898783614	101.96975470168199	100.69060391684604
2011-11-01	102.55931462941417	101.81630980148996	100.83383268792548
2011-12-01	101.2331143879387	101.27996670081873	101.7936976562847
2012-01-01	101.98191833649038	100.82372030024774	101.0947630885881
2012-02-01	100.53495086730018	100.683299100072	100.24195385579296
2012-03-01	100.98367866397946	100.22294489949589	99.73763620535739
2012-04-01	101.01284938166197	100.66607160005044	99.69428134644335
2012-05-01	101.74673000388657	101.57074150118264	100.64283718387593
2012-06-01	102.80103190382768	101.87870580156805	102.14406810970671
2012-07-01	101.66616615657269	101.14820890065384	101.73799175159981
2012-08-01	100.73489141984409	100.54070629989356	100.8153233210655
2012-09-01	102.36003924511729	101.22755900075315	101.76977225829977
2012-10-01	102.23555362138774	101.3597783009186	101.38023972185245
2012-11-01	101.39570032774903	101.11079220060702	102.34893438658005
2012-12-01	102.12404760718957	102.03351160176179	102.57046500799805
2013-01-01	101.6326076756057	101.77310530143589	102.19033724971914
2013-02-01	101.54614484753965	100.523496599872	100.46445441596077
2013-03-01	100.77341271485751	100.45169059978215	100.89237159590682
2013-04-01	100.35435176653125	100.07739169931374	100.63212898918628
2013-05-01	99.4788043044299	99.57853691868941	99.9882413617727
2013-06-01	100.65634159603766	100.4904001998306	100.41724267967469
2013-07-01	100.17886513728098	99.46153437854299	99.55941710785659
2013-08-01	99.82566079810465	100.21507359948603	99.98166735386684
2013-09-01	100.72076806115629	100.91266890035907	101.71571459591274
2013-10-01	101.9776314574156	101.88387160157451	102.82451786416495
2013-11-01	100.23257914207149	99.93849044913989	99.52230593774732
2013-12-01	100.30512953158505	100.6351206000117	100.13433215096235
2014-01-01	100.66685519496205	100.23084339950576	99.95599160347734
2014-02-01	100.52655109942047	100.63662630001359	99.60651074054017
2014-03-01	100.18804872271303	100.53372679988482	99.79298966099023
2014-04-01	100.14967633150111	99.63429483875919	99.6948605196198
2014-05-01	100.26961032239748	100.59063819995605	99.8172779269831
2014-06-01	99.88672524579337	99.4142462384838	99.42609286768744
2014-07-01	99.72000714474105	100.22122129949372	99.24417219447123
2014-08-01	100.54831732524718	99.97909571919071	98.88755303108736
2014-09-01	100.74846147655366	100.62182369999508	99.43214163896154
2014-10-01	100.45867432973006	99.51332923860781	100.09322665805077
2014-11-01	99.60377647644505	99.6164030287368	99.60204139755284
2014-12-01	99.9513470192966	99.92514373912319	99.46136440937964
2015-01-01	100.39470501973881	100.31863479961564	100.26898417526942
2015-02-01	100.06611459738397	99.95138454915603	99.46609730034167
2015-03-01	99.82109118484134	99.47804051856363	99.67012978308007
2015-04-01	99.62824784183258	99.65070758877972	99.85457415660726
2015-05-01	100.49333995298974	99.83543687901093	99.82468051966787
2015-06-01	100.10753515600312	99.82126931899319	100.15528617312147
2015-07-01	100.43021776889161	100.86374120029784	99.73731146664701
2015-08-01	100.4113290578869	100.34189799964476	101.14560572336035
2015-09-01	100.59882489177855	100.15577139941182	101.52173692629063
2015-10-01	100.1488844389053	100.04065779926775	100.02904759888864
2015-11-01	99.7046318313144	99.23160336825522	99.51422522435026
2015-12-01	99.85342828856741	99.80209425896919	99.81601970258231
2016-01-01	100.10371006174731	99.94676700915025	101.10547202924758
2016-02-01	99.90436641641634	100.04436509927238	100.94614803985388
2016-03-01	99.70063490013365	99.63019312875406	100.51144705651731
2016-04-01	99.92516019167535	100.40788279972733	99.6807208054106
2016-05-01	100.014157506717	99.76489925892265	99.67606268256665
2016-06-01	102.00295737773624	104.0323277042633	103.03375044389446
2016-07-01	101.48361504863011	101.24640010077671	101.33952796937372
2016-08-01	99.45123729037957	99.65045231877941	99.93601347076208
